,index,site_y,product,product_price,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,pred_useful
5310,8121,bestbuy,"LG - 65"" Class C3 Series OLED 4K UHD Smart webOS TV",1599.99,Best dang TV I've ever had,UndefinedTF,"Colors are great, smart TV interface is simple and easy to use, and its light weight. The only negative I have is if I move the control to fast the wand mode starts which can be annoying. Cant disable it either.",5,0,0.164725960559486
5311,6868,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,So easy and quick to get,Ptmcg,Love the idea of multiple computers having office 365. You cant beat this. All the family have the tools they need.,5,0,0.1647108369045224
5312,11818,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Great AVS,Reviewer,I renew this every year from Best Buy. I have been using McAfee for years.,5,0,0.16469264128923322
5313,3052,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,I use this daily!,karenloves,"I use this daily! On my granite, mirrors, and stainless. It works great. Never feels harsh. Isn't streaky.",5,0,0.16467559130705076
5314,2904,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,I like how it,jacquelineg66,I like how it clean my mirro my everyday use i dont change this bran and is not speed i lot money is this is cheap,5,0,0.16463036234174425
5315,3533,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,I like it,S22Ultra,"I like the new s22 ultra, its not too much of a difference than note 9 except for camera quality. I love the extra zoom and better battery life.",5,0,0.1646021071481173
5316,3940,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,I like it,S22Ultra,"I like the new s22 ultra, its not too much of a difference than note 9 except for camera quality. I love the extra zoom and better battery life.",5,0,0.1646021071481173
5317,6812,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Office 365 Review,Chuck,Office made the annual renewal easy to complete. Office has all features I need for my continuing education classes and my daughters college classes.,5,0,0.1645955867187435
5318,2830,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,This product is a,specificallyme,"This product is a great all purpose cleaner, its scent is not overpowering like others can be and it works like a dream. Windex Disinfectant Cleaner Multi-Surface - 23oz",5,0,0.1645890323547907
5319,1525,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,ok,CT11111111111111111111,always easy and accurate !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,0,0.16458535694328108
5320,7942,bestbuy,"TurboTax - Deluxe 2023 Federal + E-file & State - Mac OS, Windows [Digital]",69.99,Turbo Tax,BruceM,I have been using turbo tax for years and have been very satisfied.  It is easy to use.  It covers all the categories that pertains to the user to get the maximum amount.,5,0,0.1645671273232237
5321,1009,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Turbo Tax is awesome!,Dork66,Great software. Easy to use. Been using TurboTax for years,5,0,0.164517034491193
5322,4580,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Quality,Printer,"Geek Squad helped out with wifi setup, prints excellent.",5,0,0.16451115592043156
5323,5243,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Great speaker!,LovesMargs,This is legit the best portable speaker Ive ever bought! Comes with a handle you can put on your wrist to carry and its waterproof!,5,0,0.16450657902766266
5324,7220,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,love it!,koikutie,"what a great deal on a great product - can be used for personal, home office or businesses with multiple users.",5,0,0.16449039116851893
5325,2769,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,No streaks,carynh1975,I love how this shines and leaves no streaks. I have always bought windex because of how well it works. I have tried store brands and have not been impressed.,5,0,0.16443516174693965
5326,3115,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,Windex is my number,brandyaac13,Windex is my number one go to product for cleaning glass and windows.leaves windows sparkling clear and no streaks.,5,0,0.16442564966388862
5327,8660,bestbuy,"Ninja - Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, 700°F, Smoker, Woodfire Technology, Electric - Terracotta Red",349.99,Jedi,Patrick,Really cool game with great graphics. The only downside is the game can be glitchy.,4,0,0.16440107154408568
5328,4737,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,"Very good sound, impressive bass.",JerryH,"For a portable Bluetooth speaker, this JBL sounds really good. Can't imagine better sound from a speaker this size. Also very easy to pair to a phone.",5,0,0.16433166529038812
5329,12310,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,anti virus     great value,milesdad,a must have     Great value for up to 5 devices   and works very well,5,0,0.1642752100443752
5330,6770,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great laptop,Sandy,"I am so excited about my recent purchase. My air pro Mac was the best purchase I made. It is fast, light and incredible.",5,0,0.16425579599682527
5331,7307,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great for covering 5 computers/Ipads,Mike,Had to phone microsoft to help install on to my Mac. They were very helpful and had it working in no time.,5,0,0.16424011333875935
5332,11942,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Good price,Mell,Good price to feel protected and can upload on several devices,5,0,0.16423939932501044
5333,2997,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,This is the original,aishaa28f8,"This is the original Windex product that i like it cleans glass surfaces real well, i like when it leaves mirror and glasses squicky clean.",5,0,0.1642361194167586
5334,3049,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,Use this on my,octoberk,Use this on my windows. My parents & everyone I know used only windex brand growing up on their windows. It provides the best streak free shine.,5,0,0.16421413156326153
5335,6052,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,No Worry Software Purchase,Dave,"If you need Microsoft Office products, purchase it through Best Buy for better support and quick response to customer inquiries",5,0,0.16421128849329011
5336,1729,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,TT IS GREAT!,GERRYJUDY,WORKED GREAT! DELAYS IN 1099 RECORDS WAS ONLY PROBLEM,5,0,0.16419437716677981
5337,7078,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great software package,Bill,This is a complete package of Microsoft Office software that meets my needs and can be used on up to 5 different machines.,5,0,0.16418046912102363
5338,7355,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,All upgraded,Nlbrownie,Great to get all home devices and computers upgraded to the same version of the same applications.,5,0,0.16415353488855994
5339,5883,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Bluetooth speaker,KBrown,Love it. Love connecting my playlist to & listening to all my favorite songs while i clean. Also love that i can carry it & use it anywhere.,5,0,0.16413167279187096
5340,1262,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Great Software,GeneEA,"Once again, we saved money by doing our own taxes.",5,0,0.1641247275650449
5341,6464,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great tool to have,Cyknight,Love this. As a writer I need word and I bought it and downloaded it same day no issues or problems.,5,0,0.1640923527816132
5342,8248,bestbuy,"LG - 65"" Class C3 Series OLED 4K UHD Smart webOS TV",1599.99,The Best TV of 2023,techanalysticist,"Amazing picture and the 4k 120 hz variable refresh rate allows for the PS5 to bump up the target frame-rate in fidelity settings for most games, meaning you dont have to choose between a smooth frame-rate or maximum detail.",5,0,0.16408972571929292
5343,5239,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Great sound and the Party Boost is awesome!,QualitySeeker,Great sound and volume. We bought 2 and use Party Boost for outdoor parties.  We may add a 3rd in the future.,5,0,0.16408959017429164
5344,6393,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,"Very good software, nice interfacce",Ansh,Have been a long time user of MS Office tools. The word is must have for people with kids. Powerpoint is also very helpful,5,0,0.16407669105115366
5345,11831,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Great for PC Protection,TurboTime,"It does what it says it will do, gives your PC full protection from viruses and malware.",5,0,0.16406616447203431
5346,8010,bestbuy,Razor - MX350 Dirt Rocket eBike w/7 miles Max Operating Range & 14 mph Max Speed - Small - Blue,339.99,Great bike,KrissV,Perfect for my 7 year old not sure the 13+ age rating is accurate.,5,0,0.16403626044505215
5347,6908,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Love Microsoft,Rae914,I love Microsoft you cannot have a computer or laptop without and the bundle package with the purchase of a computer was a great buy.,5,0,0.16403118903703212
5348,2919,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,The only window cleaner,sabrinas1,The only window cleaner I will use it's one of the only products that does not leave steaks on the mirror or window. I love the smell of this product too,5,0,0.16397788862808843
5349,7166,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Have always loved windows,ElGuey,I have always been a big fan of Microsoft word and excel spreadsheet. Definitely worth the buy,5,0,0.16397568529457163
5350,8757,bestbuy,"Ninja - Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, 700°F, Smoker, Woodfire Technology, Electric - Terracotta Red",349.99,Jedi Masterpiece,Alex,This Star Wars Jedi Survivir is a masterpiece building on the original and getting better.,4,0,0.16397163216548044
5351,7685,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,awsome to have geeek squad,patti,geek squad set up me hubbys laptop. no regrets money well spent,5,0,0.16391643624168722
5352,7146,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great!,Erin,We installed it on our two laptops and love it. We will probably get the multiple years when this expires,5,0,0.16389526400450188
5353,6527,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,My family's Microsoft 365,Slm13,"I really enjoy use this, I installed it on my desktop, laptop, and my tablet. This helps me out a lot.",5,0,0.16387513465968342
5354,11773,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Antivirus,Desktop,Easy download and easier purchase online.  For those that like to shop online this was fast and easy.,5,0,0.16387367979518844
5355,12014,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Great Protection for Antivirus,Siri,"I am using McAfee Total Protection  for many years for my Windows, Androids and Apple iOS.",5,0,0.16383176968074523
5356,6852,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Office,Ines,Not much to say about this product but it gets the job done.,5,0,0.1638296770968916
5357,7090,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great product,KGCDragoon,I love this product and this is my renewal purchase. It allows you to keep the current versions of all these Office applications.,5,0,0.16382487795482656
